00000370,00000001,000ffffd,18
00000a00,00000001,000ffffe,7334499
00000a3c,00000001,000ffffe,7334735
000009fc,0000000e,00080382,7335106
00000a3c,00000001,000ffffe,7335512
00000a3c,00000001,000ffffe,7335722
000009e8,00000001,000ffffe,7336099
00000a34,00000001,000ffffe,7336288
00000a18,00000001,000ffffe,7336383
00000a48,00000001,000ffffe,7336431
00000a3c,00000001,000ffffe,7336695
000009d0,00000001,000ffffe,7337099
00000a18,00000001,000ffffe,7337573
00000a40,00000001,000ffffe,7338082
00000a20,00000002,000ffffe,7338338
00000a34,00000001,000ffffe,7338465
00000a00,00000001,000ffffe,7338769
00000a48,00000001,000ffffe,7339161
000009fc,0000000e,00080383,7339642
00000a4c,00000001,000ffffe,7340135
00000a34,00000001,000ffffe,7340628
000009fc,0000000e,00080382,7340888
000009e8,00000001,000ffffe,7340999
000009f0,00000002,000ffffe,7341302
000009e8,00000001,000ffffe,7341692
000009e8,00000001,000ffffe,7341888
000009d0,00000001,000ffffe,7342258
00000a18,00000001,000ffffe,7342683
000009e8,00000001,000ffffe,7342896
00000a40,00000001,000ffffe,7343003
00000a34,00000001,000ffffe,7343057
00000a3c,00000001,000ffffe,7343324
000009fc,0000000e,00080383,7343471
00000a50,00000001,000ffffe,7343797
000009e8,00000001,000ffffe,7343967
00000a00,00000001,000ffffe,7344292
00000a50,00000001,000ffffe,7344455
00000a48,00000001,000ffffe,7344537
00000a3c,00000001,000ffffe,7344850
00000a4c,00000001,000ffffe,7345007
00000a18,00000001,000ffffe,7345126
00000a50,00000001,000ffffe,7345386
000009f0,00000002,000ffffe,7345789
00000a2c,0000035d,00080159,7345946
00000a50,00000001,000ffffe,7346261
00000a18,00000001,000ffffe,7346498
00000a4c,00000001,000ffffe,7346617
000009f0,00000002,000ffffe,7346678
00000a20,00000002,000ffffe,7346948
000009d0,00000001,000ffffe,7347354
00000a34,00000001,000ffffe,7347558
00000a00,00000001,000ffffe,7347932
00000a00,00000001,000ffffe,7348359
00000a34,00000001,000ffffe,7348573
00000a3c,00000001,000ffffe,7348952
00000a40,00000001,000ffffe,7349142
00000a3c,00000001,000ffffe,7349477
00000a3c,00000001,000ffffe,7349645
00000a00,00000001,000ffffe,7349969
00000a00,00000001,000ffffe,7350403
00000a50,00000001,000ffffe,7350860
00000a48,00000001,000ffffe,7351089
000009d0,00000001,000ffffe,7351204
000009f0,00000002,000ffffe,7351263
00000a18,00000001,000ffffe,7351531
000009d0,00000001,000ffffe,7351666
00000a4c,00000001,000ffffe,7351734
000009fc,0000000e,00080381,7352053
00000a00,00000001,000ffffe,7352433
00000a18,00000001,000ffffe,7352630
00000a20,00000002,000ffffe,7352730
000009d0,00000001,000ffffe,7352779
00000a20,00000002,000ffffe,7353045
00000a50,00000001,000ffffe,7353177
00000a40,00000001,000ffffe,7353244
000009f0,00000002,000ffffe,7353279
00000a40,00000001,000ffffe,7353664
00000a18,00000001,000ffffe,7353729
00000a40,00000001,000ffffe,7353762
00000a50,00000001,000ffffe,7353779
00000994,00000001,000ffffe,7353793
00000abc,00000008,00080384,7353795
000009c8,00000001,000ffffe,7353798
00000a00,00000001,000ffffe,7354071
000009e8,00000001,000ffffe,7354208
000009d0,00000001,000ffffe,7354277
00000a48,00000001,000ffffe,7354330
00000a2c,000003db,000801c2,7354521
000009c0,00000318,00080384,7354587
00000a4c,00000001,000ffffe,7354611
00000a50,00000001,000ffffe,7354752
000009e8,00000001,000ffffe,7354859
00000a2c,000003e9,00080152,7355312
000009f0,00000002,000ffffe,7355519
000009fc,0000000e,00080380,7355833
00000a4c,00000001,000ffffe,7355871
00000a40,00000001,000ffffe,7355897
00000a2c,000003f7,000800e9,7356131
000009e8,00000001,000ffffe,7356182
00000a00,00000001,000ffffe,7356325
00000a20,00000002,000ffffe,7356398
00000a20,00000002,000ffffe,7356706
000009e8,00000001,000ffffe,7357099
00000a34,00000001,000ffffe,7357568
00000a18,00000001,000ffffe,7357803
00000a00,00000001,000ffffe,7357921
00000a3c,00000001,000ffffe,7358220
00000a18,00000001,000ffffe,7358370
000009f0,00000002,000ffffe,7358718
00000a34,00000001,000ffffe,7358891
00000a20,00000002,000ffffe,7359219
000009f0,00000002,000ffffe,7359383
000009f0,00000002,000ffffe,7359705
00000a34,00000001,000ffffe,7360137
000009e8,00000001,000ffffe,7360354
00000a4c,00000001,000ffffe,7360463
00000a48,00000001,000ffffe,7360518
00000a48,00000001,000ffffe,7360546
000009fc,0000000e,00080384,7360845
00000a18,00000001,000ffffe,7361247
000009fc,0000000e,00080382,7361468
000009e8,00000001,000ffffe,7361831
000009f0,00000002,000ffffe,7362260
00000a34,00000001,000ffffe,7362713
000009fc,0000000e,00080385,7363225
00000a34,00000001,000ffffe,7363462
00000a3c,00000001,000ffffe,7363827
00000a40,00000001,000ffffe,7364010
00000a00,00000001,000ffffe,7364102
00000a58,00000001,000ffffe,7364420
000009d0,00000001,000ffffe,7364819
00000a00,00000001,000ffffe,7365019
00000a4c,00000001,000ffffe,7365391
00000a48,00000001,000ffffe,7365817
000009f0,00000002,000ffffe,7366271
00000a18,00000001,000ffffe,7366497
000009fc,0000000e,00080381,7366921
00000a4c,00000001,000ffffe,7367057
000009fc,0000000e,00080382,7367145
00000a50,00000001,000ffffe,7367170
00000a20,00000002,000ffffe,7367430
00000a40,00000001,000ffffe,7367559
00000a2c,00000483,00080268,7367765
00000acc,00000001,000ffffe,7367896
00000a18,00000001,000ffffe,7368065
00000a20,00000002,000ffffe,7368151
000009e8,00000001,000ffffe,7368215
00000a00,00000001,000ffffe,7368498
00000a20,00000002,000ffffe,7368641
00000a50,00000001,000ffffe,7368983
00000a40,00000001,000ffffe,7369155
00000a2c,0000049f,000800db,7369375
000009d0,00000001,000ffffe,7369481
000009e8,00000001,000ffffe,7369916
00000a3c,00000001,000ffffe,7370134
00000a18,00000001,000ffffe,7370515
000009d0,00000001,000ffffe,7370706
00000a4c,00000001,000ffffe,7370802
00000a40,00000001,000ffffe,7371122
00000a48,00000001,000ffffe,7371522
00000a48,00000001,000ffffe,7372502
00000a34,00000001,000ffffe,7372996
00000a2c,000004c9,0008014b,7373218
00000a18,00000001,000ffffe,7373483
00000a48,00000001,000ffffe,7373727
000009f0,00000002,000ffffe,7374090
00000a2c,00013e9c,000801b5,7374653
00000a00,00000001,000ffffe,7374721
00000a4c,00000001,000ffffe,7374827
00000a48,00000001,000ffffe,7375120
00000a48,00000001,000ffffe,7375267
000009e8,00000001,000ffffe,7375341
000009fc,00000413,00080382,7375552
000009f0,00000002,000ffffe,7375651
000009fc,0000000e,00080383,7375818
00000a48,00000001,000ffffe,7375883
000009d0,00000001,000ffffe,7376194
000009f0,00000002,000ffffe,7376351
00000a3c,00000001,000ffffe,7376700
00000a34,00000001,000ffffe,7377147
00000a34,00000001,000ffffe,7377371
000009ac,00000001,000ffffe,7377755
00000a18,00000001,000ffffe,7378187
00000a50,00000001,000ffffe,7378643
000009f0,00000002,000ffffe,7379144
000009f0,00000002,000ffffe,7379634
00000a48,00000001,000ffffe,7380118
00000a18,00000001,000ffffe,7380483
00000a4c,00000001,000ffffe,7380784
00000a3c,00000001,000ffffe,7380935
000009e8,00000001,000ffffe,7381011
000009fc,0000000e,00080384,7381334
000009c0,000004d8,00080386,7381600
00000a50,00000001,000ffffe,7381716
000009e8,00000001,000ffffe,7381914
00000a34,00000001,000ffffe,7382285
00000a4c,00000001,000ffffe,7382471
00000a3c,00000001,000ffffe,7382804
00000a34,00000001,000ffffe,7382971
000009e8,00000001,000ffffe,7383055
00000a4c,00000001,000ffffe,7383766
000009e8,00000001,000ffffe,7383965
000009fc,0000000e,00080385,7384078
00000a50,00000001,000ffffe,7384355
00000a50,00000001,000ffffe,7384740
00000a40,00000001,000ffffe,7384933
00000a3c,00000001,000ffffe,7385030
000009f0,00000002,000ffffe,7385080
00000a50,00000001,000ffffe,7385104
00000a4c,00000001,000ffffe,7385117
00000a18,00000001,000ffffe,7385124
00000a3c,00000001,000ffffe,7385128
000009fc,0000000e,00080385,7385415
00000a50,00000001,000ffffe,7385811
00000a34,00000001,000ffffe,7386016
00000a50,00000001,000ffffe,7386119
00000a3c,00000001,000ffffe,7386171
00000a3c,00000001,000ffffe,7386437
00000a34,00000001,000ffffe,7386842
000009e8,00000001,000ffffe,7387045
00000a4c,00000001,000ffffe,7387147
00000a3c,00000001,000ffffe,7387438
000009e8,00000001,000ffffe,7387584
00000a40,00000001,000ffffe,7387929
000009e8,00000001,000ffffe,7388102
00000a00,00000001,000ffffe,7388189
00000a20,00000002,000ffffe,7388234
00000a78,00000002,000ffffe,7388496
00000a20,00000002,000ffffe,7388899
00000a4c,00000001,000ffffe,7389100
00000a4c,00000001,000ffffe,7389660
00000a34,00000001,000ffffe,7389754
00000a4c,00000001,000ffffe,7390073
00000a00,00000001,000ffffe,7390233
00000a20,00000002,000ffffe,7390586
00000a2c,0000057f,00080244,7390879
00000a20,00000002,000ffffe,7391034
000009e8,00000001,000ffffe,7391497
000009e8,00000001,000ffffe,7392001
000009fc,0000000e,00080385,7392506
00000a20,00000002,000ffffe,7392980
00000a50,00000001,000ffffe,7393462
000009fc,0000000e,00080384,7393717
000009d0,00000001,000ffffe,7394065
00000a20,00000002,000ffffe,7394247
00000a50,00000001,000ffffe,7394337
000009fc,0000000e,00080381,7394396
000009d0,00000001,000ffffe,7394646
00000a20,00000002,000ffffe,7394779
00000a34,00000001,000ffffe,7395116
000009e8,00000001,000ffffe,7395557
00000a18,00000001,000ffffe,7395778
00000a00,00000001,000ffffe,7395889
00000a00,00000001,000ffffe,7395945
00000a20,00000002,000ffffe,7396214
00000a20,00000002,000ffffe,7396620
00000a18,00000001,000ffffe,7397094
00000a4c,00000001,000ffffe,7397332
00000a18,00000001,000ffffe,7397871
00000a50,00000001,000ffffe,7398201
00000a78,00000002,000ffffe,7398639
00000a00,00000001,000ffffe,7398857
000009f0,00000002,000ffffe,7398968
00000a2c,000005d3,0008015c,7399181
000009fc,0000000e,00080383,7399275
00000a48,00000001,000ffffe,7399410
00000a48,00000001,000ffffe,7400201
00000a40,00000001,000ffffe,7400424
00000a40,00000001,000ffffe,7400536
00000a4c,00000001,000ffffe,7400832
00000a34,00000001,000ffffe,7401220
00000a2c,000005e1,0008028f,7401260
00000a18,00000001,000ffffe,7401686
00000a20,00000002,000ffffe,7402192
00000a34,00000001,000ffffe,7402571
000009f0,00000002,000ffffe,7402636
00000a34,00000001,000ffffe,7402907
000009fc,0000000e,00080383,7403804
00000a2c,000005fd,000801db,7403976
00000a3c,00000001,000ffffe,7404301
000009fc,000005a9,00080380,7404763
000009fc,0000000e,00080381,7405057
000009fc,0000000e,00080383,7405421
00000a18,00000001,000ffffe,7405830
00000a34,00000001,000ffffe,7406281
00000a2c,00000621,00080055,7406364
01000b94,00000001,000ffffe,7406507
01000ba4,00000001,000ffffe,7406860
01000ba4,00000001,000ffffe,7407126
01000b40,00000001,000ffffe,7407171
01000b98,00000001,000ffffe,7407194
01000b8c,00000001,000ffffe,7407206
01000b78,00000002,000ffffe,7407485
01000b0c,00000002,000ffffe,7407896
01000b58,00000001,000ffffe,7408101
01000b40,00000001,000ffffe,7408476
01000b70,00000001,000ffffe,7408998
01000b98,00000001,000ffffe,7409437
01000b54,0000000e,00080381,7409670
01000b84,00000623,000801dc,7410234
01000b58,00000001,000ffffe,7410470
01000b98,00000001,000ffffe,7410686
01000b94,00000001,000ffffe,7411066
01000b70,00000001,000ffffe,7411496
01000b84,00000623,00080173,7411609
01000ba4,00000001,000ffffe,7411951
01000b48,00000002,000ffffe,7412180
01000b78,00000002,000ffffe,7412534
01000b28,00000001,000ffffe,7412950
01000ba8,00000001,000ffffe,7413159
01000b78,00000002,000ffffe,7413265
01000b54,0000000e,00080383,7413330
01000b48,00000002,000ffffe,7413345
01000b48,00000002,000ffffe,7413359
01000b40,00000001,000ffffe,7413637
01000b40,00000001,000ffffe,7413777
01000ba8,00000001,000ffffe,7414562
01000ba0,00000001,000ffffe,7414784
01000b48,00000002,000ffffe,7415168
01000ba4,00000001,000ffffe,7415359
01000b84,00000623,00080369,7415689
01000ba4,00000001,000ffffe,7415695
01000b40,00000001,000ffffe,7416135
01000ba8,00000001,000ffffe,7416595
01000ba0,00000001,000ffffe,7417097
01000b94,00000001,000ffffe,7417588
01000b54,0000000e,00080382,7417847
01000b48,00000002,000ffffe,7418198
01000b48,00000002,000ffffe,7418380
01000ba0,00000001,000ffffe,7418710
01000b94,00000001,000ffffe,7418876
01000b40,00000001,000ffffe,7419361
01000b28,00000001,000ffffe,7419682
01000b58,00000001,000ffffe,7419924
01000b54,0000000e,00080385,7419978
01000b98,00000001,000ffffe,7419986
01000ba8,00000001,000ffffe,7420003
01000b8c,00000001,000ffffe,7420278
01000b78,00000002,000ffffe,7420417
00000a00,00000001,000ffffe,7420757
00000a3c,00000001,000ffffe,7421014
00000a2c,00000077,00080040,7421046
00000a3c,00000001,000ffffe,7421329
00000a20,00000002,000ffffe,7421488
000009ac,00000001,000ffffe,7421838
000009e8,00000001,000ffffe,7422014
00000a2c,000000e7,00080066,7422572
00000a3c,00000001,000ffffe,7422778
00000a4c,00000001,000ffffe,7423236
00000a3c,00000001,000ffffe,7423737
000009e8,00000001,000ffffe,7423988
000009e8,00000001,000ffffe,7424114
000009fc,0000000e,00080389,7424430
00000a34,00000001,000ffffe,7424569
00000a50,00000001,000ffffe,7424917
00000a00,00000001,000ffffe,7425363
00000a4c,00000001,000ffffe,7425826
00000a50,00000001,000ffffe,7426058
00000a4c,00000001,000ffffe,7426414
000009fc,0000000e,00080388,7426845
00000a48,00000001,000ffffe,7427281
00000a4c,00000001,000ffffe,7427506
00000a50,00000001,000ffffe,7427619
00000a34,00000001,000ffffe,7427705
00000a3c,00000001,000ffffe,7427720
000009fc,0000000e,00080388,7427741
00000a50,00000001,000ffffe,7428004
00000a40,00000001,000ffffe,7428414
00000a00,00000001,000ffffe,7428891
00000a4c,00000001,000ffffe,7429130
00000a20,00000002,000ffffe,7429251
00000a18,00000001,000ffffe,7429550
000009fc,0000000e,00080389,7429953
000009e8,00000001,000ffffe,7430407
00000a00,00000001,000ffffe,7430641
00000a48,00000001,000ffffe,7430998
000009e8,00000001,000ffffe,7431177
000009f0,00000002,000ffffe,7431585
000009d0,00000001,000ffffe,7431743
00000a2c,00000229,0008008d,7431819
00000a40,00000001,000ffffe,7431823
000009d0,00000001,000ffffe,7432135
00000a48,00000001,000ffffe,7432531
00000a4c,00000001,000ffffe,7433001
00000a34,00000001,000ffffe,7433508
00000a40,00000001,000ffffe,7433762
00000a20,00000002,000ffffe,7434130
00000a34,00000001,000ffffe,7434313
000009c8,00000001,000ffffe,7434645
000009e8,00000001,000ffffe,7435083
00000a18,00000001,000ffffe,7435542
00000a48,00000001,000ffffe,7435772
00000a3c,00000001,000ffffe,7436127
00000a18,00000001,000ffffe,7436305
00000a18,00000001,000ffffe,7436634
000009f0,00000002,000ffffe,7436800
000009e8,00000001,000ffffe,7436882
000009e8,00000001,000ffffe,7436924
00000a40,00000001,000ffffe,7437185
00000a34,00000001,000ffffe,7437316
00000a00,00000001,000ffffe,7437382
000009e8,00000001,000ffffe,7437687
000009d0,00000001,000ffffe,7437840
00000a88,00000001,000ffffe,7437956
000009fc,0000000e,00080388,7437989
00000a18,00000001,000ffffe,7438258
00000a2c,000002b5,00080194,7438609
00000ad0,00000001,000ffffe,7438671
000009f0,00000002,000ffffe,7438879
00000a34,00000001,000ffffe,7438982
00000a20,00000002,000ffffe,7439275
00000ac8,00000001,000ffffe,7440125
00000a4c,00000001,000ffffe,7440358
00000a2c,000002df,000800ca,7440394
000009fc,0000000e,00080389,7440488
00000a20,00000002,000ffffe,7440535
00000a34,00000001,000ffffe,7440564
000009e8,00000001,000ffffe,7440851
00000a4c,00000001,000ffffe,7440995
00000a20,00000002,000ffffe,7441340
00000a3c,00000001,000ffffe,7441783
00000a3c,00000001,000ffffe,7442245
000009e8,00000001,000ffffe,7442748
000009e8,00000001,000ffffe,7443000
00000a2c,0001595e,0008004b,7443236
00000a40,00000001,000ffffe,7443366
00000a50,00000001,000ffffe,7443789
00000a70,00000001,000ffffe,7444001
00000a34,00000001,000ffffe,7444379
000009fc,00000013,0008038b,7444826
000009e8,00000001,000ffffe,7445023
00000a48,00000001,000ffffe,7445131
00000a48,00000001,000ffffe,7445425
00000a50,00000001,000ffffe,7445812
00000a48,00000001,000ffffe,7446006
000009f0,00000002,000ffffe,7446376
00000a4c,00000001,000ffffe,7446560
00000a4c,00000001,000ffffe,7446700
00000a34,00000001,000ffffe,7446724
00000a4c,00000001,000ffffe,7447008
00000a50,00000001,000ffffe,7447422
00000a2c,0000035d,00080087,7447513
000009f0,00000002,000ffffe,7447902
00000a00,00000001,000ffffe,7448141
000009f0,00000002,000ffffe,7449372
00000a2c,00000379,000800c3,7449389
00000a2c,00000379,000801a4,7449809
00000a3c,00000001,000ffffe,7449868
00000a50,00000001,000ffffe,7450117
00000a4c,00000001,000ffffe,7450242
00000a18,00000001,000ffffe,7450305
00000a3c,00000001,000ffffe,7450337
000009fc,0000000e,0008038a,7450638
00000a20,00000002,000ffffe,7451042
00000a40,00000001,000ffffe,7451521
00000a2c,0001779f,0008022b,7451877
00000a48,00000001,000ffffe,7452033
000009fc,0000000e,0008038a,7452542
00000a34,00000001,000ffffe,7453017
000009f0,00000002,000ffffe,7453502
000009e8,00000001,000ffffe,7453983
00000a20,00000002,000ffffe,7454465
00000a3c,00000001,000ffffe,7454705
00000a48,00000001,000ffffe,7454826
000009f0,00000002,000ffffe,7454888
00000a18,00000001,000ffffe,7454918
00000a50,00000001,000ffffe,7455626
00000a2c,000003db,00080096,7455920
00000a34,00000001,000ffffe,7456104
00000a2c,000003db,0008012c,7456200
000009e8,00000001,000ffffe,7456615
00000a4c,00000001,000ffffe,7456871
000009f0,00000002,000ffffe,7457240
00000a20,00000002,000ffffe,7457664
000009fc,0000000e,00080389,7458128
00000a48,00000001,000ffffe,7458613
000009fc,0000000e,00080389,7459115
00000a40,00000001,000ffffe,7459347
00000a50,00000001,000ffffe,7459532
00000a00,00000001,000ffffe,7459803
00000a48,00000001,000ffffe,7460279
00000a2c,00000413,000801a5,7460512
00000a18,00000001,000ffffe,7460721
00000a2c,00000421,00080071,7460995
00000a48,00000001,000ffffe,7461182
00000a00,00000001,000ffffe,7461413
00000a34,00000001,000ffffe,7461529
00000a4c,00000001,000ffffe,7461827
000009f0,00000002,000ffffe,7462217
000009e8,00000001,000ffffe,7462411
000009e8,00000001,000ffffe,7462509
00000a40,00000001,000ffffe,7462798
000009e8,00000001,000ffffe,7462943
00000a00,00000001,000ffffe,7463016
00000994,00000001,000ffffe,7463053
00000a48,00000001,000ffffe,7463072
00000a00,00000001,000ffffe,7463359
000009fc,0000000e,0008038a,7463581
000009f0,00000002,000ffffe,7463876
000009f0,00000002,000ffffe,7464030
00000a2c,0000044b,0008004c,7464180
00000a34,00000001,000ffffe,7464378
000009fc,00000379,00080389,7464386
000009e8,00000001,000ffffe,7464553
00000a18,00000001,000ffffe,7464641
00000a50,00000001,000ffffe,7464957
00000a4c,00000001,000ffffe,7465355
00000a18,00000001,000ffffe,7466062
00000a20,00000002,000ffffe,7466421
00000a2c,000145ae,000800f9,7466742
00000a18,00000001,000ffffe,7466839
00000a2c,00000467,00080169,7466952
00000a18,00000001,000ffffe,7467049
00000a00,00000001,000ffffe,7467426
00000a00,00000001,000ffffe,7467615
000009e8,00000001,000ffffe,7467710
00000a18,00000001,000ffffe,7468022
00000a34,00000001,000ffffe,7468900
00000a2c,00000483,000800b5,7468912
000009fc,000003b1,0008038b,7469370
00000a50,00000001,000ffffe,7469409
000009f0,00000002,000ffffe,7469665
00000a00,00000001,000ffffe,7469792
00000a50,00000001,000ffffe,7470956
00000a2c,0000049f,000800bd,7471278
00000a34,00000001,000ffffe,7471462
00000a2c,0000049f,0008018f,7471670
00000a48,00000001,000ffffe,7471955
00000a20,00000002,000ffffe,7472203
00000a48,00000001,000ffffe,7472326
00000a18,00000001,000ffffe,7472628
00000a00,00000001,000ffffe,7473019
00000a00,00000001,000ffffe,7473215
000009fc,0000000e,00080388,7473598
00000a34,00000001,000ffffe,7474010
00000a48,00000001,000ffffe,7474223
00000a20,00000002,000ffffe,7474331
00000a00,00000001,000ffffe,7474384
00000a18,00000001,000ffffe,7474651
00000a20,00000002,000ffffe,7474786
00000a3c,00000001,000ffffe,7475124
00000a48,00000001,000ffffe,7475294
000009d0,00000001,000ffffe,7475619
00000a3c,00000001,000ffffe,7475782
00000a18,00000001,000ffffe,7476177
00000a34,00000001,000ffffe,7476334
000009fc,0000000e,0008038a,7476426
000009e8,00000001,000ffffe,7476453
00000a3c,00000001,000ffffe,7476713
00000a2c,000004d7,000802bb,7477102
00000a18,00000001,000ffffe,7477115
00000a3c,00000001,000ffffe,7477588
00000a34,00000001,000ffffe,7477825
000009e8,00000001,000ffffe,7477944
00000a18,00000001,000ffffe,7478004
00000a3c,00000001,000ffffe,7478274
000009fc,0000000e,00080389,7478694
00000a48,00000001,000ffffe,7478885
000009d0,00000001,000ffffe,7479686
00000a48,00000001,000ffffe,7479900
00000a4c,00000001,000ffffe,7480279
00000a20,00000002,000ffffe,7480470
00000a2c,00000501,000801f8,7480539
00000a18,00000001,000ffffe,7480804
00000a18,00000001,000ffffe,7480972
000009d0,00000001,000ffffe,7481296
000009d0,00000001,000ffffe,7481730
00000a3c,00000001,000ffffe,7482187
00000a40,00000001,000ffffe,7482531
00000a4c,00000001,000ffffe,7482589
000009e8,00000001,000ffffe,7482858
00000a40,00000001,000ffffe,7482993
00000a34,00000001,000ffffe,7483061
00000a20,00000002,000ffffe,7483368
00000a2c,0000052b,00080072,7483738
000009d0,00000001,000ffffe,7483760
000009e8,00000001,000ffffe,7483957
000009f0,00000002,000ffffe,7484057
00000a40,00000001,000ffffe,7484106
00000a3c,00000001,000ffffe,7484371
000009f0,00000002,000ffffe,7484505
00000a50,00000001,000ffffe,7484571
00000a18,00000001,000ffffe,7484605
00000a40,00000001,000ffffe,7484862
00000a20,00000002,000ffffe,7484992
000009e8,00000001,000ffffe,7485056
00000a20,00000002,000ffffe,7485090
00000a3c,00000001,000ffffe,7485106
00000a00,00000001,000ffffe,7485115
00000a3c,00000001,000ffffe,7485120
00000a4c,00000001,000ffffe,7485123
000009d0,00000001,000ffffe,7485125
00000a00,00000001,000ffffe,7485535
000009fc,0000000e,0008038a,7485617
00000a40,00000001,000ffffe,7485639
000009d0,00000001,000ffffe,7485657
000009e8,00000001,000ffffe,7485938
000009f0,00000002,000ffffe,7486080
000009fc,0000000e,0008038d,7486163
00000a48,00000001,000ffffe,7486186
00000a40,00000001,000ffffe,7486444
00000a2c,00000547,0008011f,7486748
00000a18,00000001,000ffffe,7486845
01000b84,00013886,000801bd,7487042
00000a40,00000001,000ffffe,7487046
00000a50,00000001,000ffffe,7487147
00000a34,00000001,000ffffe,7487198
00000a20,00000002,000ffffe,7487225
00000a48,00000001,000ffffe,7487509
000009d0,00000001,000ffffe,7487652
00000a3c,00000001,000ffffe,7487724
00000a3c,00000001,000ffffe,7488032
00000a48,00000001,000ffffe,7488426
00000a00,00000001,000ffffe,7488895
00000a34,00000001,000ffffe,7489130
000009d0,00000001,000ffffe,7489248
00000a18,00000001,000ffffe,7489547
000009e8,00000001,000ffffe,7489697
00000a4c,00000001,000ffffe,7490044
00000a00,00000001,000ffffe,7490218
000009f0,00000002,000ffffe,7490546
00000a4c,00000001,000ffffe,7490709
00000a4c,00000001,000ffffe,7491031
00000a48,00000001,000ffffe,7491464
00000a00,00000001,000ffffe,7491681
000009e8,00000001,000ffffe,7491790
000009d0,00000001,000ffffe,7491845
000009ac,00000001,000ffffe,7491873
00000a50,00000001,000ffffe,7492159
00000a34,00000001,000ffffe,7492574
00000a20,00000002,000ffffe,7492783
00000a00,00000001,000ffffe,7493158
00000a18,00000001,000ffffe,7493586
00000a48,00000001,000ffffe,7494040
00000a20,00000002,000ffffe,7494540
00000a48,00000001,000ffffe,7494789
00000a4c,00000001,000ffffe,7495154
00000a50,00000001,000ffffe,7495337
000009fc,0000000e,0008038c,7495760
00000a40,00000001,000ffffe,7496146
000009e8,00000001,000ffffe,7496718
00000a2c,000005a9,000801b5,7496877
00000a4c,00000001,000ffffe,7497597
00000a34,00000001,000ffffe,7497824
00000a40,00000001,000ffffe,7497938
01000b84,0001339e,000800e4,7497948
00000a50,00000001,000ffffe,7498235
00000a34,00000001,000ffffe,7498384
00000a50,00000001,000ffffe,7498459
00000a3c,00000001,000ffffe,7498497
01000b84,0001339e,0008023d,7498592
00000a2c,000005b7,00080244,7498606
000009f0,00000002,000ffffe,7498757
00000a20,00000002,000ffffe,7498887
000009d0,00000001,000ffffe,7499223
000009e8,00000001,000ffffe,7499392
000009f0,00000002,000ffffe,7499478
000009fc,0000000e,00080389,7499533
00000a48,00000001,000ffffe,7499542
000009d0,00000001,000ffffe,7499825
000009f0,00000002,000ffffe,7499968
00000a3c,00000001,000ffffe,7500310
00000a50,00000001,000ffffe,7500482
00000a40,00000001,000ffffe,7500808
00000a48,00000001,000ffffe,7501243
00000a18,00000001,000ffffe,7501461
00000a34,00000001,000ffffe,7501842
000009fc,0000000e,0008038e,7502046
00000a34,00000001,000ffffe,7502129
00000a20,00000002,000ffffe,7502450
000009d0,00000001,000ffffe,7502849
00000a40,00000001,000ffffe,7503321
00000a48,00000001,000ffffe,7504323
00000a34,00000001,000ffffe,7504810
000009d0,00000001,000ffffe,7505054
00000a2c,000005fd,000800a8,7505361
00000a18,00000001,000ffffe,7505416
00000a20,00000002,000ffffe,7505838
000009e8,00000001,000ffffe,7506154
000009d0,00000001,000ffffe,7506447
00000a48,00000001,000ffffe,7506668
00000a18,00000001,000ffffe,7506977
00000a20,00000002,000ffffe,7507133
000009d0,00000001,000ffffe,7507210
000009fc,0000000e,0008038b,7507534
00000a2c,0000060b,00080217,7507594
00000a18,00000001,000ffffe,7507677
00000a18,00000001,000ffffe,7508027
00000a2c,0000060b,0008033c,7508140
00000a48,00000001,000ffffe,7508474
00000a48,00000001,000ffffe,7508698
000009fc,0000000e,0008038b,7509095
000009e8,00000001,000ffffe,7509514
01000b8c,00000001,000ffffe,7509970
01000b58,00000001,000ffffe,7510470
01000b58,00000001,000ffffe,7510960
01000b84,00016356,00080290,7510962
01000b1c,00000001,000ffffe,7511445
01000b40,00000001,000ffffe,7511688
01000ba0,00000001,000ffffe,7511810
01000b58,00000001,000ffffe,7512111
01000b40,00000001,000ffffe,7512262
01000b94,00000001,000ffffe,7512648
01000b94,00000001,000ffffe,7513043
01000ba0,00000001,000ffffe,7513241
01000b58,00000001,000ffffe,7513612
01000b8c,00000001,000ffffe,7513798
01000b84,00000631,0008021f,7513922
01000b70,00000001,000ffffe,7514131
01000b58,00000001,000ffffe,7514298
01000b58,00000001,000ffffe,7514382
01000ba4,00000001,000ffffe,7515093
01000b40,00000001,000ffffe,7515292
01000b54,0000000e,0008038b,7515405
01000ba8,00000001,000ffffe,7515682
01000b78,00000002,000ffffe,7516068
01000b28,00000001,000ffffe,7516260
01000b84,00000631,0008006c,7516280
01000ba8,00000001,000ffffe,7516357
01000b78,00000002,000ffffe,7516407
01000b54,0000000e,00080389,7516444
01000b48,00000002,000ffffe,7516445
01000b94,00000001,000ffffe,7516451
01000ba8,00000001,000ffffe,7516455
01000b98,00000001,000ffffe,7517138
01000b70,00000001,000ffffe,7517343
01000b98,00000001,000ffffe,7517446
01000b78,00000002,000ffffe,7517499
01000b78,00000002,000ffffe,7517765
01000b48,00000002,000ffffe,7518170
01000b84,00000631,0008015c,7518313
01000b94,00000001,000ffffe,7518372
01000ba8,00000001,000ffffe,7518474
